stop_id,stop_name,stop_lat,stop_lon,daily_trips,routes,shelter_status,tract_geoid,pct_no_vehicle,pct_65_plus
1064,Treebecka Park Apartments,29.638507,-82.411938,47,"52,75,76",none,12001002218,15.250836120401337,8.166317678731678
1323,College Manor Apartments,29.650334,-82.337801,42,1,unknown,12001000201,21.143847487001732,1.9492808478425434
1311,Depot Ave Farside SW 3rd St,29.6440734,-82.3284536,14,6,unknown,12001000202,25.107526881720432,1.4258389845244306
681,US 441 South,29.607556,-82.342145,122,13,unknown,12001110800,12.026726057906458,40.537989617744216
987,Millhopper Branch Library,29.682029,-82.388843,14,43,unknown,12001001100,7.312925170068027,27.624720774385704
216,Gainesville Police Department,29.659244,-82.330767,23,"6,55",unknown,12001000201,21.143847487001732,1.9492808478425434
39,The Bartram Apartments,29.633696,-82.358195,154,"1,37,38",sheltered,12001001514,8.333333333333332,2.7532467532467533
1501,NE 15th St @ NE 8th Ave,29.659135,-82.305768,14,3,unknown,12001000600,20.242214532871973,17.217034843999087
1471,Westgate Plaza,29.65216,-82.369357,14,43,unknown,12001001000,6.52607580507267,9.155578975102095
467,Cancer and Genetics Research,29.638769,-82.351411,194,"9,12,21,33,52",none,12001000902,30.48780487804878,0.011463945890175398
725,Southeast Car Agency,29.688578,-82.322195,23,15,none,12001001902,16.82586333578251,25.576208178438662
853,Northbound SE 11th Street @ SE 2nd Avenue,29.649885,-82.311313,13,26,unknown,12001000700,12.619426751592359,21.483491632745363
579,Southbound NE 25th Street @ NE 6th Avenue,29.656705,-82.292423,17,11,unknown,12001000600,20.242214532871973,17.217034843999087
363,SW 13th Street & W University Avenue,29.651483,-82.339199,76,"8,13",none,12001000201,21.143847487001732,1.9492808478425434
1034,Madison Cove Apartments,29.609477,-82.401452,27,75,sheltered,12001002219,16.47440519105984,14.393255043661549
789,Sun Bay Apartments,29.6366194,-82.3324711,24,17,unknown,12001000806,18.91348088531187,5.931198102016608
687,Bivens Cove Apartments,29.622049,-82.339557,60,13,unknown,12001000808,7.1806945261918775,3.871439006574142
1472,Mavis Tires,29.651788,-82.376171,14,43,unknown,12001001605,5.992043759323719,8.548422678138099
317,Northbound SE 35th Street @ SE 18th Ave,29.634715,-82.280703,14,7,unknown,12001000700,12.619426751592359,21.483491632745363
181,Millpond Apartments,29.657733,-82.395924,20,5,sheltered,12001001605,5.992043759323719,8.548422678138099
275,NW 6th St @ NW 22nd Ave,29.67277,-82.330886,23,"6,55",none,12001000301,14.08811475409836,9.192399049881235
796,Sun Bay Apartments,29.636394,-82.332541,24,17,unknown,12001000808,7.1806945261918775,3.871439006574142
195,University of Florida Law School,29.650334,-82.358847,20,5,sheltered,12001000901,49.789029535864984,0.0
561,Eastbound NE 8th Avenue @ NE 11th Street,29.659281,-82.311524,17,11,unknown,12001000500,10.72961373390558,13.34805299076676
997,Robin Lane Neighborhood,29.688894,-82.422122,23,"43,55",none,12001001811,12.61518906895456,20.87149187592319
1101,Tower Plaza,29.658162,-82.422504,26,75,none,12001002207,0.4123711340206186,18.689934243803744
988,Monterey Apartments,29.685112,-82.388816,14,43,none,12001001100,7.312925170068027,27.624720774385704
463,University Commons,29.63073,-82.361441,146,"9,12,37",sheltered,12001001514,8.333333333333332,2.7532467532467533
545,NW 16th Ave @ NW 17th St,29.666583,-82.344558,20,10,unknown,12001001000,6.52607580507267,9.155578975102095
477,Cancer & Genetics Research Center,29.638915,-82.351413,194,"9,12,21,33,52",none,12001000901,49.789029535864984,0.0
663,UF Health Pediatric ER,29.641034,-82.342661,100,"13,17,43",none,12001000902,30.48780487804878,0.011463945890175398
486,Gator Place Condominiums,29.619053,-82.355743,50,9,unknown,12001001516,8.51472471190781,5.001866368047779
1627,SW 32nd Road @ The Vibe (Eastbound),29.6230419,-82.3922737,27,75,unknown,12001002219,16.47440519105984,14.393255043661549
424,Girls Place of Alachua County,29.688408,-82.351597,26,"8,55",none,12001001202,0.5906123717749456,16.054477919933966
1003,The Arc,29.683896,-82.430216,23,"43,55",sheltered,12001001701,17.254556143445033,28.263455248290214
92,Lincoln Estates,29.644442,-82.299354,14,3,none,12001000700,12.619426751592359,21.483491632745363
1085,The Gardens Apartments,29.65307,-82.422247,27,75,none,12001002217,15.908324907313784,7.102560393461594
37,Brandywine Apartments,29.630368,-82.365366,100,"1,38",sheltered,12001001515,9.413369713506139,5.387755102040816
1611,NW 2nd Lane @ NW 140th Way,29.655991,-82.490203,12,52,unknown,12001002204,5.470500373412994,18.014849550605703
685,The Landings Apartments,29.618673,-82.340078,60,13,unknown,12001000808,7.1806945261918775,3.871439006574142
840,Hilton University of Florida Conference Center,29.637361,-82.372355,90,"20,21",none,12001001514,8.333333333333332,2.7532467532467533
430,Misty Oaks Apartments,29.681387,-82.351572,17,8,none,12001001202,0.5906123717749456,16.054477919933966
977,Millennium Center,29.65644,-82.38993,14,43,unknown,12001001605,5.992043759323719,8.548422678138099
391,Gethsemane Lutheran Church,29.691353,-82.372205,16,8,none,12001001202,0.5906123717749456,16.054477919933966
758,David's BBQ,29.672851,-82.319841,23,15,unknown,12001000400,18.240068346860316,13.6077655941039
517,Shenandoah Neighborhood,29.674211,-82.425049,29,"10,76",unknown,12001001701,17.254556143445033,28.263455248290214
367,Xerographic Copy Center,29.661041,-82.339065,36,"8,10",none,12001000301,14.08811475409836,9.192399049881235
748,Fearnside Family Services Center,29.686575,-82.30585,36,"15,26",sheltered,12001000400,18.240068346860316,13.6077655941039
